reg_1	4935.3	9674.3
reg_2	4935.3	5457.8
fuse_1	5384.7	8207.7
fuse_2	5063.7	8391.0
fuse_3	5384.7	8391.0
fuse_4	4999.5	8391.0
fuse_5	5641.5	6374.4
fuse_6	5320.5	8024.4
fuse_7	5192.1	7841.0
fuse_8	5127.9	7657.7
fuse_9	5705.7	2341.3
fuse_10	5577.3	2341.3
fuse_11	5705.7	2158.0
fuse_12	4678.5	7107.7
fuse_13	4100.7	5824.5
fuse_14	4293.3	5824.5
fuse_15	4742.7	5457.8
fuse_16	4935.3	6374.4
fuse_17	4229.1	6374.4
fuse_18	5641.5	1241.3
fuse_19	5063.7	874.7
fuse_20	5127.9	874.7
fuse_21	5641.5	3074.6
fuse_22	5513.1	3624.6
fuse_23	5513.1	3807.9
fuse_24	5320.5	3257.9
fuse_25	5448.9	1058.0
fuse_26	5384.7	1241.3
fuse_27	5448.9	1608.0
fuse_28	5384.7	1791.3
fuse_29	5513.1	1424.7
fuse_30	5127.9	1241.3
fuse_31	5320.5	1058.0
fuse_32	5641.5	3991.2
fuse_33	4678.5	4907.8
fuse_34	4357.5	5824.5
fuse_35	4614.3	5824.5
fuse_36	4485.9	5274.5
fuse_37	4485.9	5091.2
fuse_38	5513.1	6741.1
fuse_39	5513.1	4174.5
fuse_40	5705.7	4357.9
fuse_41	5769.9	4357.9
fuse_42	5448.9	4541.2
fuse_43	4999.5	5091.2
fuse_44	5192.1	4724.5
fuse_45	5127.9	4724.5
fuse_46	5384.7	4541.2
fuse_47	4935.3	8757.7
fuse_48	4935.3	7474.4
fuse_49	4935.3	5824.5
fuse_50	4806.9	5824.5
fuse_51	5063.7	5641.1
load_1	5063.7	7291.1
load_2	4678.5	5091.2
load_3	4935.3	4541.2
load_4	4742.7	4724.5
load_5	4999.5	4174.5
load_6	4421.7	4724.5
load_7	4678.5	4541.2
load_8	4806.9	4357.9
meter_1	5063.7	7107.7
meter_2	4742.7	4907.8
meter_3	4935.3	4357.9
meter_4	4742.7	4541.2
meter_5	4999.5	3991.2
meter_6	4485.9	4541.2
meter_7	4678.5	4357.9
meter_8	4871.1	4174.5
meter_9	4935.3	9491.0
node_1	5320.5	8391.0
node_2	4806.9	6374.4
node_3	5448.9	7841.0
node_4	5705.7	1058.0
node_5	5384.7	5824.5
node_6	4871.1	7474.4
node_7	4550.1	5641.1
node_8	5063.7	8574.3
node_9	5127.9	7474.4
node_10	4935.3	9124.3
node_11	5192.1	8574.3
node_12	4999.5	8574.3
node_13	5705.7	6557.8
node_14	5384.7	7657.7
node_15	5320.5	8207.7
node_16	5192.1	8024.4
node_17	5063.7	7841.0
node_18	5769.9	2158.0
node_19	5641.5	2524.6
node_20	5705.7	1791.3
node_21	5705.7	1974.6
node_22	5320.5	2891.3
node_23	5577.3	2524.6
node_24	5641.5	2341.3
node_25	5641.5	1974.6
node_26	5577.3	1608.0
node_27	5641.5	1608.0
node_28	4742.7	7291.1
node_29	4678.5	6924.4
node_30	4229.1	5641.1
node_31	5320.5	5274.5
node_32	4164.9	6007.8
node_33	4421.7	6007.8
node_34	4871.1	6191.1
node_35	5256.3	5641.1
node_36	4742.7	5641.1
node_37	4871.1	6557.8
node_38	4742.7	6741.1
node_39	4614.3	6557.8
node_40	5577.3	1424.7
node_41	5577.3	1058.0
node_42	5063.7	1058.0
node_43	5577.3	3074.6
node_44	5577.3	3257.9
node_45	5577.3	3624.6
node_46	5577.3	3807.9
node_47	5577.3	3991.2
node_48	5320.5	3441.2
node_49	5513.1	3441.2
node_50	5641.5	2891.3
node_51	5705.7	1241.3
node_52	5384.7	2524.6
node_53	5320.5	691.4
node_54	5448.9	1241.3
node_55	5448.9	1424.7
node_56	5448.9	1791.3
node_57	5384.7	1974.6
node_58	5705.7	1424.7
node_59	5384.7	2158.0
node_60	5769.9	1608.0
node_61	5769.9	1791.3
node_62	5513.1	1608.0
node_63	5192.1	1608.0
node_64	5192.1	1424.7
node_65	5192.1	1241.3
node_66	5320.5	874.7
node_67	5063.7	691.4
node_68	5641.5	4174.5
node_69	4614.3	5091.2
node_70	4806.9	4541.2
node_71	4614.3	4541.2
node_72	4550.1	6007.8
node_73	4550.1	5457.8
node_74	4550.1	5274.5
node_75	5192.1	6374.4
node_76	5192.1	6191.1
node_77	5384.7	6557.8
node_78	5384.7	6374.4
node_79	5577.3	6924.4
node_80	5448.9	7474.4
node_81	5513.1	6924.4
node_82	5577.3	6741.1
node_83	5320.5	7291.1
node_84	5320.5	5091.2
node_85	5769.9	6557.8
node_86	5705.7	6741.1
node_87	5641.5	4357.9
node_88	5641.5	4541.2
node_89	5513.1	4724.5
node_90	4999.5	5274.5
node_91	5192.1	4907.8
node_92	5127.9	4357.9
node_93	5127.9	4174.5
node_94	5384.7	4724.5
node_95	4999.5	8024.4
node_96	5513.1	8024.4
node_97	4935.3	8574.3
node_98	5448.9	8207.7
node_99	4999.5	8207.7
node_100	5063.7	8207.7
node_101	5641.5	6191.1
node_102	4742.7	5274.5
node_103	5127.9	691.4
node_104	4806.9	7657.7
node_105	5577.3	7841.0
node_106	4871.1	8207.7
node_107	5384.7	4174.5
node_108	5384.7	4357.9
node_109	5577.3	2158.0
node_110	4742.7	6924.4
node_111	4999.5	7657.7
node_112	4871.1	6007.8
node_113	5192.1	7657.7
node_114	5513.1	7474.4
node_115	5641.5	7474.4
node_116	5577.3	7291.1
node_117	5256.3	7474.4
node_118	5448.9	7291.1
node_119	5448.9	7107.7
node_120	5513.1	7107.7
node_121	4935.3	7291.1
node_122	5192.1	7291.1
node_123	4678.5	6741.1
node_124	5320.5	7107.7
node_125	4935.3	7107.7
node_126	5513.1	6557.8
node_127	4871.1	7107.7
node_128	5320.5	6924.4
node_129	5577.3	6557.8
node_130	5898.3	6374.4
node_131	4229.1	6191.1
node_132	4999.5	6191.1
node_133	5448.9	6374.4
node_134	5320.5	6741.1
node_135	4999.5	6007.8
node_136	4229.1	6007.8
node_137	5834.1	6191.1
node_138	5320.5	6557.8
node_139	5063.7	6007.8
node_140	5834.1	6007.8
node_141	5320.5	6374.4
node_142	4485.9	6191.1
node_143	5705.7	6374.4
node_144	5256.3	6191.1
node_145	5769.9	6374.4
node_146	4871.1	5824.5
node_146_2	4871.1	5641.1
node_147	5320.5	6191.1
node_148	5256.3	6007.8
node_149	4871.1	5457.8
node_150	5320.5	6007.8
node_151	5320.5	5457.8
node_152	4550.1	5824.5
node_153	4357.5	5641.1
node_154	3972.3	5641.1
node_155	4678.5	5641.1
node_156	5448.9	6191.1
node_157	4871.1	5274.5
node_158	4806.9	5274.5
node_159	5320.5	5824.5
node_160	4357.5	5457.8
node_161	5384.7	5641.1
node_162	4036.5	5457.8
node_163	3908.1	5457.8
node_164	4871.1	5091.2
node_165	4806.9	5091.2
node_166	4999.5	4907.8
node_167	4935.3	4724.5
node_168	5256.3	5091.2
node_169	4421.7	5457.8
node_170	5127.9	6007.8
node_171	3908.1	5274.5
node_172	4164.9	5824.5
node_173	5448.9	4907.8
node_174	5063.7	5457.8
node_175	4421.7	5091.2
node_176	5320.5	4907.8
node_177	4485.9	4907.8
node_178	4999.5	4724.5
node_179	5192.1	4541.2
node_180	4036.5	5274.5
node_181	5448.9	4357.9
node_182	4357.5	4724.5
node_183	4806.9	4724.5
node_184	4614.3	4907.8
node_185	5127.9	4541.2
node_186	4229.1	5457.8
node_187	4550.1	4724.5
node_188	4100.7	5274.5
node_189	4999.5	4357.9
node_190	5834.1	4174.5
node_191	4421.7	4907.8
node_192	5834.1	3991.2
node_193	5898.3	3991.2
node_194	4164.9	4724.5
node_195	5898.3	4174.5
node_196	4742.7	4357.9
node_197	5962.5	3991.2
node_198	4164.9	5274.5
node_199	5962.5	3807.9
node_200	5192.1	4357.9
node_201	5448.9	3991.2
node_202	4229.1	4724.5
node_203	5192.1	3991.2
node_204	5898.3	3807.9
node_205	5769.9	3807.9
node_206	4293.3	5274.5
node_207	5320.5	3624.6
node_208	5834.1	3624.6
node_209	4229.1	5091.2
node_210	4357.5	5091.2
node_211	5320.5	3074.6
node_212	5641.5	3624.6
node_213	5513.1	3257.9
node_214	5256.3	2707.9
node_215	5705.7	2707.9
node_216	5320.5	2707.9
node_217	5513.1	2891.3
node_218	5641.5	2707.9
node_219	5384.7	2341.3
node_220	5577.3	1974.6
node_221	5962.5	1974.6
node_222	6090.9	1791.3
node_223	5577.3	1791.3
node_224	5127.9	1424.7
node_225	4999.5	1058.0
node_226	5513.1	1241.3
node_227	5834.1	1791.3
node_228	5384.7	1058.0
node_229	5641.5	1058.0
node_230	5705.7	1608.0
node_231	5513.1	874.7
node_232	5834.1	1424.7
node_233	5769.9	1424.7
node_234	4999.5	874.7
node_235	5384.7	874.7
node_236	5705.7	874.7
node_237	5769.9	1058.0
node_238	5577.3	691.4
node_239	5320.5	508.0
node_240	5063.7	508.0
node_241	5384.7	324.7
node_242	5320.5	324.7
node_243	4871.1	9307.6
node_244	4935.3	8941.0
node_245	4999.5	8757.7
node_246	5384.7	8024.4
node_247	5513.1	7657.7
node_248	5320.5	7841.0
node_249	4550.1	5091.2
node_250	4871.1	9674.3
node_251	4871.1	8024.4
node_252	5577.3	7657.7
node_253	4935.3	9857.6
switch_1	4871.1	9491.0
switch_2	5641.5	2158.0
switch_3	4742.7	7107.7
switch_4	4871.1	6374.4
switch_5	4806.9	6557.8
switch_6	5577.3	1241.3
switch_7	5577.3	2891.3
switch_8	5577.3	3441.2
switch_9	4999.5	7841.0
switch_10	4871.1	8391.0
switch_11	4614.3	4724.5
switch_12	5384.7	2707.9
xfmr_1	5384.7	7841.0
xfmr_2	4806.9	9124.3
xfmr_3	4999.5	9124.3
xfmr_4	4871.1	9124.3
