reg_1	6281.2	9432.3
fuse_1	5213.1	4366.2
fuse_2	5640.3	3944.1
fuse_3	4358.7	4366.2
fuse_4	4572.3	3521.9
fuse_5	4785.9	3521.9
fuse_6	5213.1	2255.4
fuse_7	5426.7	2255.4
load_1	6494.8	6899.3
load_2	5426.7	5632.8
load_3	6281.2	6054.9
load_4	6494.8	5632.8
load_5	6708.4	5210.6
load_6	5426.7	4788.4
load_7	4999.5	3521.9
load_8	5426.7	3521.9
load_9	5640.3	2677.6
load_10	4785.9	4366.2
load_11	3931.5	3521.9
load_12	3504.2	3099.7
load_13	3077.0	3099.7
load_14	4145.1	2677.6
load_15	5426.7	1411.0
load_16	5213.1	988.9
load_17	5853.9	988.9
load_18	4145.1	1833.2
load_19	4358.7	1411.0
load_20	5640.3	566.7
load_21	4785.9	566.7
meter_1	6708.4	6477.1
meter_2	5426.7	5210.6
meter_3	6281.2	5632.8
meter_4	6494.8	5210.6
meter_5	6708.4	4788.4
meter_6	5640.3	4366.2
meter_7	4999.5	3099.7
meter_8	5426.7	3099.7
meter_9	5640.3	2255.4
meter_10	4999.5	3944.1
meter_11	3931.5	3099.7
meter_12	3717.8	2677.6
meter_13	3290.6	2677.6
meter_14	4358.7	2255.4
meter_15	5640.3	988.9
meter_16	5213.1	566.7
meter_17	5426.7	566.7
meter_18	4145.1	1411.0
meter_19	4358.7	988.9
meter_20	4999.5	144.5
meter_21	4785.9	144.5
meter_22	6281.2	9010.1
node_1	3931.5	2677.6
node_2	6494.8	8588.0
node_3	6494.8	8165.8
node_4	6494.8	7743.6
node_5	6281.2	7321.4
node_6	6708.4	7321.4
node_7	6494.8	7321.4
node_8	6281.2	6899.3
node_9	6067.5	6477.1
node_10	5853.9	6054.9
node_11	6494.8	6477.1
node_12	6708.4	6054.9
node_13	6922.0	6054.9
node_14	6922.0	5632.8
node_15	5640.3	6477.1
node_16	5426.7	6054.9
node_17	5213.1	5632.8
node_18	5213.1	5210.6
node_19	5213.1	4788.4
node_20	5213.1	3944.1
node_21	5426.7	4366.2
node_22	5426.7	3944.1
node_23	5853.9	3521.9
node_24	5853.9	3099.7
node_25	5640.3	3099.7
node_26	5426.7	2677.6
node_27	4999.5	4788.4
node_28	4145.1	3944.1
node_29	3717.8	3521.9
node_30	3504.2	3521.9
node_31	4572.3	4366.2
node_32	4572.3	3944.1
node_33	4572.3	3099.7
node_34	4358.7	3521.9
node_35	4785.9	3099.7
node_36	5213.1	2677.6
node_37	5213.1	1833.2
node_38	4999.5	1411.0
node_39	5213.1	1411.0
node_40	5426.7	1833.2
node_41	4785.9	2677.6
node_42	4572.3	2255.4
node_43	4785.9	2255.4
node_44	4572.3	1833.2
node_45	4785.9	1833.2
node_46	4785.9	1411.0
node_47	4785.9	988.9
node_48	4572.3	988.9
node_49	5640.3	5632.8
node_50	4358.7	2677.6
node_51	6067.5	5632.8
node_52	6494.8	9432.3
node_53	6281.2	9854.5
switch_1	6494.8	9010.1
switch_2	6067.5	6054.9
switch_3	5640.3	6054.9
switch_4	5213.1	6054.9
switch_5	4145.1	3099.7
switch_6	4358.7	3099.7
xfmr_1	5853.9	1411.0
xfmr_2	6708.4	6899.3
xfmr_3	5853.9	5632.8
xfmr_4	6494.8	6054.9
xfmr_5	6708.4	5632.8
xfmr_6	6922.0	5210.6
xfmr_7	5640.3	4788.4
xfmr_8	5213.1	3521.9
xfmr_9	5640.3	3521.9
xfmr_10	5853.9	2677.6
xfmr_11	4999.5	4366.2
xfmr_12	4145.1	3521.9
xfmr_13	3717.8	3099.7
xfmr_14	3290.6	3099.7
xfmr_15	4572.3	2677.6
xfmr_16	5640.3	1411.0
xfmr_17	4999.5	988.9
xfmr_18	5426.7	988.9
xfmr_19	4358.7	1833.2
xfmr_20	4572.3	1411.0
xfmr_21	4999.5	566.7
xfmr_22	4572.3	566.7
tm_1	6067.5	566.7
tn_1	6281.2	988.9
tn_2	6067.5	988.9
